ts_recv,ts_event,rtype,publisher_id,instrument_id,action,side,depth,price,size,flags,ts_in_delta,sequence,bid_px_00,bid_sz_00,bid_ct_00,ask_px_00,ask_sz_00,ask_ct_00,bid_px_01,bid_sz_01,bid_ct_01,ask_px_01,ask_sz_01,ask_ct_01,bid_px_02,bid_sz_02,bid_ct_02,ask_px_02,ask_sz_02,ask_ct_02,bid_px_03,bid_sz_03,bid_ct_03,ask_px_03,ask_sz_03,ask_ct_03,bid_px_04,bid_sz_04,bid_ct_04,ask_px_04,ask_sz_04,ask_ct_04,bid_px_05,bid_sz_05,bid_ct_05,ask_px_05,ask_sz_05,ask_ct_05,bid_px_06,bid_sz_06,bid_ct_06,ask_px_06,ask_sz_06,ask_ct_06,bid_px_07,bid_sz_07,bid_ct_07,ask_px_07,ask_sz_07,ask_ct_07,bid_px_08,bid_sz_08,bid_ct_08,ask_px_08,ask_sz_08,ask_ct_08,bid_px_09,bid_sz_09,bid_ct_09,ask_px_09,ask_sz_09,ask_ct_09,symbol,order_id
2025-07-17T15:44:53.143249270Z,2025-07-17T15:44:53.143083969Z,10,2,1108,C,A,0,13.73,100,130,165301,254011871,13.26,100,1,13.71,100,1,13.04,2,1,14.03,100,1,13.03,100,1,14.07,2,1,12.73,100,1,14.28,100,1,12.71,100,1,14.40,100,1,12.50,700,1,14.56,800,2,12.46,200,2,14.60,700,1,12.43,700,1,14.64,100,1,12.42,700,1,14.66,200,2,12.37,700,1,14.68,1400,2,ARL,302750937
2025-07-17T15:44:57.191188470Z,2025-07-17T15:44:57.191023026Z,10,2,1108,A,A,0,13.75,100,130,165444,254079162,13.26,100,1,13.71,100,1,13.04,2,1,13.75,100,1,13.03,100,1,14.03,100,1,12.73,100,1,14.07,2,1,12.71,100,1,14.28,100,1,12.50,700,1,14.40,100,1,12.46,200,2,14.56,800,2,12.43,700,1,14.60,700,1,12.42,700,1,14.64,100,1,12.37,700,1,14.66,200,2,ARL,303118785
2025-07-17T15:45:07.065756574Z,2025-07-17T15:45:07.065587919Z,10,2,1108,C,A,0,13.71,100,128,168655,254244597,13.26,100,1,13.75,100,1,13.04,2,1,14.03,100,1,13.03,100,1,14.07,2,1,12.73,100,1,14.28,100,1,12.71,100,1,14.40,100,1,12.50,700,1,14.56,800,2,12.46,200,2,14.60,700,1,12.43,700,1,14.64,100,1,12.42,700,1,14.66,200,2,12.37,700,1,14.68,1400,2,ARL,302763889
2025-07-17T15:45:07.080131505Z,2025-07-17T15:45:07.079966224Z,10,2,1108,C,A,0,13.75,100,130,165281,254245492,13.26,100,1,14.03,100,1,13.04,2,1,14.07,2,1,13.03,100,1,14.28,100,1,12.73,100,1,14.40,100,1,12.71,100,1,14.56,800,2,12.50,700,1,14.60,700,1,12.46,200,2,14.64,100,1,12.43,700,1,14.66,200,2,12.42,700,1,14.68,1400,2,12.37,700,1,14.79,100,1,ARL,303118785
2025-07-17T15:45:07.080687215Z,2025-07-17T15:45:07.080521807Z,10,2,1108,C,A,0,14.66,100,0,165408,254245505,13.26,100,1,14.03,100,1,13.04,2,1,14.07,2,1,13.03,100,1,14.28,100,1,12.73,100,1,14.40,100,1,12.71,100,1,14.56,800,2,12.50,700,1,14.60,700,1,12.46,200,2,14.64,100,1,12.43,700,1,14.66,100,1,12.42,700,1,14.68,1400,2,12.37,700,1,14.79,100,1,ARL,302205289
2025-07-17T15:45:07.080687215Z,2025-07-17T15:45:07.080521807Z,10,2,1108,A,A,0,14.89,100,130,165408,254245505,13.26,100,1,14.03,100,1,13.04,2,1,14.07,2,1,13.03,100,1,14.28,100,1,12.73,100,1,14.40,100,1,12.71,100,1,14.56,800,2,12.50,700,1,14.60,700,1,12.46,200,2,14.64,100,1,12.43,700,1,14.66,100,1,12.42,700,1,14.68,1400,2,12.37,700,1,14.79,100,1,ARL,303330477
2025-07-17T15:45:07.080872245Z,2025-07-17T15:45:07.080706110Z,10,2,1108,C,A,0,14.79,100,0,166135,254245511,13.26,100,1,14.03,100,1,13.04,2,1,14.07,2,1,13.03,100,1,14.28,100,1,12.73,100,1,14.40,100,1,12.71,100,1,14.56,800,2,12.50,700,1,14.60,700,1,12.46,200,2,14.64,100,1,12.43,700,1,14.66,100,1,12.42,700,1,14.68,1400,2,12.37,700,1,14.81,200,2,ARL,302662821
2025-07-17T15:45:07.080872245Z,2025-07-17T15:45:07.080706110Z,10,2,1108,A,A,0,15.06,100,130,166135,254245511,13.26,100,1,14.03,100,1,13.04,2,1,14.07,2,1,13.03,100,1,14.28,100,1,12.73,100,1,14.40,100,1,12.71,100,1,14.56,800,2,12.50,700,1,14.60,700,1,12.46,200,2,14.64,100,1,12.43,700,1,14.66,100,1,12.42,700,1,14.68,1400,2,12.37,700,1,14.81,200,2,ARL,303330485
2025-07-17T15:45:07.081578064Z,2025-07-17T15:45:07.081407507Z,10,2,1108,C,A,0,14.81,100,0,170557,254245568,13.26,100,1,14.03,100,1,13.04,2,1,14.07,2,1,13.03,100,1,14.28,100,1,12.73,100,1,14.40,100,1,12.71,100,1,14.56,800,2,12.50,700,1,14.60,700,1,12.46,200,2,14.64,100,1,12.43,700,1,14.66,100,1,12.42,700,1,14.68,1400,2,12.37,700,1,14.81,100,1,ARL,301747001
2025-07-17T15:45:07.081578064Z,2025-07-17T15:45:07.081407507Z,10,2,1108,A,A,0,14.96,100,128,170557,254245568,13.26,100,1,14.03,100,1,13.04,2,1,14.07,2,1,13.03,100,1,14.28,100,1,12.73,100,1,14.40,100,1,12.71,100,1,14.56,800,2,12.50,700,1,14.60,700,1,12.46,200,2,14.64,100,1,12.43,700,1,14.66,100,1,12.42,700,1,14.68,1400,2,12.37,700,1,14.81,100,1,ARL,303330509
2025-07-17T15:45:07.081607970Z,2025-07-17T15:45:07.081441134Z,10,2,1108,C,A,0,14.66,100,0,166836,254245576,13.26,100,1,14.03,100,1,13.04,2,1,14.07,2,1,13.03,100,1,14.28,100,1,12.73,100,1,14.40,100,1,12.71,100,1,14.56,800,2,12.50,700,1,14.60,700,1,12.46,200,2,14.64,100,1,12.43,700,1,14.68,1400,2,12.42,700,1,14.81,100,1,12.37,700,1,14.89,100,1,ARL,302205309
2025-07-17T15:45:07.081607970Z,2025-07-17T15:45:07.081441134Z,10,2,1108,A,A,0,14.89,100,130,166836,254245576,13.26,100,1,14.03,100,1,13.04,2,1,14.07,2,1,13.03,100,1,14.28,100,1,12.73,100,1,14.40,100,1,12.71,100,1,14.56,800,2,12.50,700,1,14.60,700,1,12.46,200,2,14.64,100,1,12.43,700,1,14.68,1400,2,12.42,700,1,14.81,100,1,12.37,700,1,14.89,200,2,ARL,303330521
2025-07-17T15:45:07.083898999Z,2025-07-17T15:45:07.083732443Z,10,2,1108,C,A,0,17.42,100,0,166556,254246327,13.26,100,1,14.03,100,1,13.04,2,1,14.07,2,1,13.03,100,1,14.28,100,1,12.73,100,1,14.40,100,1,12.71,100,1,14.56,800,2,12.50,700,1,14.60,700,1,12.46,200,2,14.64,100,1,12.43,700,1,14.68,1400,2,12.42,700,1,14.81,100,1,12.37,700,1,14.89,200,2,ARL,302764137
2025-07-17T15:45:07.083898999Z,2025-07-17T15:45:07.083732443Z,10,2,1108,A,A,0,17.76,100,130,166556,254246327,13.26,100,1,14.03,100,1,13.04,2,1,14.07,2,1,13.03,100,1,14.28,100,1,12.73,100,1,14.40,100,1,12.71,100,1,14.56,800,2,12.50,700,1,14.60,700,1,12.46,200,2,14.64,100,1,12.43,700,1,14.68,1400,2,12.42,700,1,14.81,100,1,12.37,700,1,14.89,200,2,ARL,303331309
2025-07-17T15:45:07.085222525Z,2025-07-17T15:45:07.085057258Z,10,2,1108,C,A,0,14.03,100,130,165267,254246434,13.26,100,1,14.07,2,1,13.04,2,1,14.28,100,1,13.03,100,1,14.40,100,1,12.73,100,1,14.56,800,2,12.71,100,1,14.60,700,1,12.50,700,1,14.64,100,1,12.46,200,2,14.68,1400,2,12.43,700,1,14.81,100,1,12.42,700,1,14.89,200,2,12.37,700,1,14.96,100,1,ARL,302466157
2025-07-17T15:45:07.085274852Z,2025-07-17T15:45:07.085109545Z,10,2,1108,A,A,0,14.26,100,130,165307,254246437,13.26,100,1,14.07,2,1,13.04,2,1,14.26,100,1,13.03,100,1,14.28,100,1,12.73,100,1,14.40,100,1,12.71,100,1,14.56,800,2,12.50,700,1,14.60,700,1,12.46,200,2,14.64,100,1,12.43,700,1,14.68,1400,2,12.42,700,1,14.81,100,1,12.37,700,1,14.89,200,2,ARL,303331401
2025-07-17T15:45:07.086534700Z,2025-07-17T15:45:07.086368957Z,10,2,1108,C,A,0,14.64,100,130,165743,254246501,13.26,100,1,14.07,2,1,13.04,2,1,14.26,100,1,13.03,100,1,14.28,100,1,12.73,100,1,14.40,100,1,12.71,100,1,14.56,800,2,12.50,700,1,14.60,700,1,12.46,200,2,14.68,1400,2,12.43,700,1,14.81,100,1,12.42,700,1,14.89,200,2,12.37,700,1,14.96,100,1,ARL,301747005
2025-07-17T15:45:07.086660325Z,2025-07-17T15:45:07.086494745Z,10,2,1108,A,A,0,14.78,100,130,165580,254246502,13.26,100,1,14.07,2,1,13.04,2,1,14.26,100,1,13.03,100,1,14.28,100,1,12.73,100,1,14.40,100,1,12.71,100,1,14.56,800,2,12.50,700,1,14.60,700,1,12.46,200,2,14.68,1400,2,12.43,700,1,14.78,100,1,12.42,700,1,14.81,100,1,12.37,700,1,14.89,200,2,ARL,303331425
2025-07-17T15:45:07.087389466Z,2025-07-17T15:45:07.087223859Z,10,2,1108,C,A,0,15.77,100,0,165607,254246529,13.26,100,1,14.07,2,1,13.04,2,1,14.26,100,1,13.03,100,1,14.28,100,1,12.73,100,1,14.40,100,1,12.71,100,1,14.56,800,2,12.50,700,1,14.60,700,1,12.46,200,2,14.68,1400,2,12.43,700,1,14.78,100,1,12.42,700,1,14.81,100,1,12.37,700,1,14.89,200,2,ARL,302764121
2025-07-17T15:45:07.087389466Z,2025-07-17T15:45:07.087223859Z,10,2,1108,A,A,0,16.08,100,130,165607,254246529,13.26,100,1,14.07,2,1,13.04,2,1,14.26,100,1,13.03,100,1,14.28,100,1,12.73,100,1,14.40,100,1,12.71,100,1,14.56,800,2,12.50,700,1,14.60,700,1,12.46,200,2,14.68,1400,2,12.43,700,1,14.78,100,1,12.42,700,1,14.81,100,1,12.37,700,1,14.89,200,2,ARL,303331429
2025-07-17T15:45:07.133978488Z,2025-07-17T15:45:07.133812895Z,10,2,1108,C,A,0,14.81,100,0,165593,254250625,13.26,100,1,14.07,2,1,13.04,2,1,14.26,100,1,13.03,100,1,14.28,100,1,12.73,100,1,14.40,100,1,12.71,100,1,14.56,800,2,12.50,700,1,14.60,700,1,12.46,200,2,14.68,1400,2,12.43,700,1,14.78,100,1,12.42,700,1,14.89,200,2,12.37,700,1,14.96,100,1,ARL,301747957
2025-07-17T15:45:07.133978488Z,2025-07-17T15:45:07.133812895Z,10,2,1108,A,A,0,14.96,100,130,165593,254250625,13.26,100,1,14.07,2,1,13.04,2,1,14.26,100,1,13.03,100,1,14.28,100,1,12.73,100,1,14.40,100,1,12.71,100,1,14.56,800,2,12.50,700,1,14.60,700,1,12.46,200,2,14.68,1400,2,12.43,700,1,14.78,100,1,12.42,700,1,14.89,200,2,12.37,700,1,14.96,200,2,ARL,303334253
2025-07-17T15:45:07.469961302Z,2025-07-17T15:45:07.469796155Z,10,2,1108,A,A,0,14.08,100,130,165147,254258029,13.26,100,1,14.07,2,1,13.04,2,1,14.08,100,1,13.03,100,1,14.26,100,1,12.73,100,1,14.28,100,1,12.71,100,1,14.40,100,1,12.50,700,1,14.56,800,2,12.46,200,2,14.60,700,1,12.43,700,1,14.68,1400,2,12.42,700,1,14.78,100,1,12.37,700,1,14.89,200,2,ARL,303340405
2025-07-17T15:45:08.094768552Z,2025-07-17T15:45:08.094603115Z,10,2,1108,C,A,0,14.89,100,0,165437,254266885,13.26,100,1,14.07,2,1,13.04,2,1,14.08,100,1,13.03,100,1,14.26,100,1,12.73,100,1,14.28,100,1,12.71,100,1,14.40,100,1,12.50,700,1,14.56,800,2,12.46,200,2,14.60,700,1,12.43,700,1,14.68,1400,2,12.42,700,1,14.78,100,1,12.37,700,1,14.89,100,1,ARL,303330521
2025-07-17T15:45:08.094768552Z,2025-07-17T15:45:08.094603115Z,10,2,1108,A,A,0,15.10,100,130,165437,254266885,13.26,100,1,14.07,2,1,13.04,2,1,14.08,100,1,13.03,100,1,14.26,100,1,12.73,100,1,14.28,100,1,12.71,100,1,14.40,100,1,12.50,700,1,14.56,800,2,12.46,200,2,14.60,700,1,12.43,700,1,14.68,1400,2,12.42,700,1,14.78,100,1,12.37,700,1,14.89,100,1,ARL,303349309
2025-07-17T15:45:08.103306644Z,2025-07-17T15:45:08.103141155Z,10,2,1108,C,A,0,14.89,100,0,165489,254266971,13.26,100,1,14.07,2,1,13.04,2,1,14.08,100,1,13.03,100,1,14.26,100,1,12.73,100,1,14.28,100,1,12.71,100,1,14.40,100,1,12.50,700,1,14.56,800,2,12.46,200,2,14.60,700,1,12.43,700,1,14.68,1400,2,12.42,700,1,14.78,100,1,12.37,700,1,14.96,200,2,ARL,303330477
2025-07-17T15:45:08.103306644Z,2025-07-17T15:45:08.103141155Z,10,2,1108,A,A,0,15.10,100,130,165489,254266971,13.26,100,1,14.07,2,1,13.04,2,1,14.08,100,1,13.03,100,1,14.26,100,1,12.73,100,1,14.28,100,1,12.71,100,1,14.40,100,1,12.50,700,1,14.56,800,2,12.46,200,2,14.60,700,1,12.43,700,1,14.68,1400,2,12.42,700,1,14.78,100,1,12.37,700,1,14.96,200,2,ARL,303349377
2025-07-17T15:45:24.187008278Z,2025-07-17T15:45:24.186842413Z,10,2,1108,C,A,0,15.10,100,0,165865,254547413,13.26,100,1,14.07,2,1,13.04,2,1,14.08,100,1,13.03,100,1,14.26,100,1,12.73,100,1,14.28,100,1,12.71,100,1,14.40,100,1,12.50,700,1,14.56,800,2,12.46,200,2,14.60,700,1,12.43,700,1,14.68,1400,2,12.42,700,1,14.78,100,1,12.37,700,1,14.96,200,2,ARL,303349309
2025-07-17T15:45:24.187008278Z,2025-07-17T15:45:24.186842413Z,10,2,1108,A,A,0,14.88,100,130,165865,254547413,13.26,100,1,14.07,2,1,13.04,2,1,14.08,100,1,13.03,100,1,14.26,100,1,12.73,100,1,14.28,100,1,12.71,100,1,14.40,100,1,12.50,700,1,14.56,800,2,12.46,200,2,14.60,700,1,12.43,700,1,14.68,1400,2,12.42,700,1,14.78,100,1,12.37,700,1,14.88,100,1,ARL,303682385
2025-07-17T15:45:24.187441892Z,2025-07-17T15:45:24.187276389Z,10,2,1108,C,A,0,15.10,100,0,165503,254547415,13.26,100,1,14.07,2,1,13.04,2,1,14.08,100,1,13.03,100,1,14.26,100,1,12.73,100,1,14.28,100,1,12.71,100,1,14.40,100,1,12.50,700,1,14.56,800,2,12.46,200,2,14.60,700,1,12.43,700,1,14.68,1400,2,12.42,700,1,14.78,100,1,12.37,700,1,14.88,100,1,ARL,303349377
2025-07-17T15:45:24.187441892Z,2025-07-17T15:45:24.187276389Z,10,2,1108,A,A,0,14.88,100,130,165503,254547415,13.26,100,1,14.07,2,1,13.04,2,1,14.08,100,1,13.03,100,1,14.26,100,1,12.73,100,1,14.28,100,1,12.71,100,1,14.40,100,1,12.50,700,1,14.56,800,2,12.46,200,2,14.60,700,1,12.43,700,1,14.68,1400,2,12.42,700,1,14.78,100,1,12.37,700,1,14.88,200,2,ARL,303682389
2025-07-17T15:45:37.509454888Z,2025-07-17T15:45:37.509289536Z,10,2,1108,A,A,0,13.94,15,130,165352,254851462,13.26,100,1,13.94,15,1,13.04,2,1,14.07,2,1,13.03,100,1,14.08,100,1,12.73,100,1,14.26,100,1,12.71,100,1,14.28,100,1,12.50,700,1,14.40,100,1,12.46,200,2,14.56,800,2,12.43,700,1,14.60,700,1,12.42,700,1,14.68,1400,2,12.37,700,1,14.78,100,1,ARL,304056997
2025-07-17T15:45:37.998133497Z,2025-07-17T15:45:37.997967775Z,10,2,1108,C,A,0,14.08,100,0,165722,254864588,13.26,100,1,13.94,15,1,13.04,2,1,14.07,2,1,13.03,100,1,14.26,100,1,12.73,100,1,14.28,100,1,12.71,100,1,14.40,100,1,12.50,700,1,14.56,800,2,12.46,200,2,14.60,700,1,12.43,700,1,14.68,1400,2,12.42,700,1,14.78,100,1,12.37,700,1,14.88,200,2,ARL,303340405
2025-07-17T15:45:37.998133497Z,2025-07-17T15:45:37.997967775Z,10,2,1108,A,A,0,13.95,100,130,165722,254864588,13.26,100,1,13.94,15,1,13.04,2,1,13.95,100,1,13.03,100,1,14.07,2,1,12.73,100,1,14.26,100,1,12.71,100,1,14.28,100,1,12.50,700,1,14.40,100,1,12.46,200,2,14.56,800,2,12.43,700,1,14.60,700,1,12.42,700,1,14.68,1400,2,12.37,700,1,14.78,100,1,ARL,304072245
2025-07-17T15:45:44.700593408Z,2025-07-17T15:45:44.700428155Z,10,2,1108,A,A,0,13.89,15,130,165253,254999429,13.26,100,1,13.89,15,1,13.04,2,1,13.94,15,1,13.03,100,1,13.95,100,1,12.73,100,1,14.07,2,1,12.71,100,1,14.26,100,1,12.50,700,1,14.28,100,1,12.46,200,2,14.40,100,1,12.43,700,1,14.56,800,2,12.42,700,1,14.60,700,1,12.37,700,1,14.68,1400,2,ARL,304238913
2025-07-17T15:45:45.262537122Z,2025-07-17T15:45:45.262371701Z,10,2,1108,C,A,0,13.95,100,0,165421,255010979,13.26,100,1,13.89,15,1,13.04,2,1,13.94,15,1,13.03,100,1,14.07,2,1,12.73,100,1,14.26,100,1,12.71,100,1,14.28,100,1,12.50,700,1,14.40,100,1,12.46,200,2,14.56,800,2,12.43,700,1,14.60,700,1,12.42,700,1,14.68,1400,2,12.37,700,1,14.78,100,1,ARL,304072245
2025-07-17T15:45:45.262537122Z,2025-07-17T15:45:45.262371701Z,10,2,1108,A,A,0,13.90,100,130,165421,255010979,13.26,100,1,13.89,15,1,13.04,2,1,13.90,100,1,13.03,100,1,13.94,15,1,12.73,100,1,14.07,2,1,12.71,100,1,14.26,100,1,12.50,700,1,14.28,100,1,12.46,200,2,14.40,100,1,12.43,700,1,14.56,800,2,12.42,700,1,14.60,700,1,12.37,700,1,14.68,1400,2,ARL,304252313
2025-07-17T15:45:45.263289023Z,2025-07-17T15:45:45.263123432Z,10,2,1108,C,A,0,15.06,100,0,165591,255010987,13.26,100,1,13.89,15,1,13.04,2,1,13.90,100,1,13.03,100,1,13.94,15,1,12.73,100,1,14.07,2,1,12.71,100,1,14.26,100,1,12.50,700,1,14.28,100,1,12.46,200,2,14.40,100,1,12.43,700,1,14.56,800,2,12.42,700,1,14.60,700,1,12.37,700,1,14.68,1400,2,ARL,303330485
2025-07-17T15:45:45.263289023Z,2025-07-17T15:45:45.263123432Z,10,2,1108,A,A,0,14.98,100,130,165591,255010987,13.26,100,1,13.89,15,1,13.04,2,1,13.90,100,1,13.03,100,1,13.94,15,1,12.73,100,1,14.07,2,1,12.71,100,1,14.26,100,1,12.50,700,1,14.28,100,1,12.46,200,2,14.40,100,1,12.43,700,1,14.56,800,2,12.42,700,1,14.60,700,1,12.37,700,1,14.68,1400,2,ARL,304252333
2025-07-17T15:45:45.274360382Z,2025-07-17T15:45:45.274194870Z,10,2,1108,C,A,0,14.26,100,130,165512,255011158,13.26,100,1,13.89,15,1,13.04,2,1,13.90,100,1,13.03,100,1,13.94,15,1,12.73,100,1,14.07,2,1,12.71,100,1,14.28,100,1,12.50,700,1,14.40,100,1,12.46,200,2,14.56,800,2,12.43,700,1,14.60,700,1,12.42,700,1,14.68,1400,2,12.37,700,1,14.78,100,1,ARL,303331401
2025-07-17T15:45:45.274410721Z,2025-07-17T15:45:45.274245387Z,10,2,1108,A,A,0,14.18,100,130,165334,255011161,13.26,100,1,13.89,15,1,13.04,2,1,13.90,100,1,13.03,100,1,13.94,15,1,12.73,100,1,14.07,2,1,12.71,100,1,14.18,100,1,12.50,700,1,14.28,100,1,12.46,200,2,14.40,100,1,12.43,700,1,14.56,800,2,12.42,700,1,14.60,700,1,12.37,700,1,14.68,1400,2,ARL,304252469
2025-07-17T15:45:58.419783333Z,2025-07-17T15:45:58.419617935Z,10,2,1108,C,A,0,13.94,15,130,165398,255183198,13.26,100,1,13.89,15,1,13.04,2,1,13.90,100,1,13.03,100,1,14.07,2,1,12.73,100,1,14.18,100,1,12.71,100,1,14.28,100,1,12.50,700,1,14.40,100,1,12.46,200,2,14.56,800,2,12.43,700,1,14.60,700,1,12.42,700,1,14.68,1400,2,12.37,700,1,14.78,100,1,ARL,304056997
2025-07-17T15:45:58.420278691Z,2025-07-17T15:45:58.420113307Z,10,2,1108,C,A,0,14.88,100,0,165384,255183203,13.26,100,1,13.89,15,1,13.04,2,1,13.90,100,1,13.03,100,1,14.07,2,1,12.73,100,1,14.18,100,1,12.71,100,1,14.28,100,1,12.50,700,1,14.40,100,1,12.46,200,2,14.56,800,2,12.43,700,1,14.60,700,1,12.42,700,1,14.68,1400,2,12.37,700,1,14.78,100,1,ARL,303682389
2025-07-17T15:45:58.420278691Z,2025-07-17T15:45:58.420113307Z,10,2,1108,A,A,0,14.77,100,130,165384,255183203,13.26,100,1,13.89,15,1,13.04,2,1,13.90,100,1,13.03,100,1,14.07,2,1,12.73,100,1,14.18,100,1,12.71,100,1,14.28,100,1,12.50,700,1,14.40,100,1,12.46,200,2,14.56,800,2,12.43,700,1,14.60,700,1,12.42,700,1,14.68,1400,2,12.37,700,1,14.77,100,1,ARL,304503585
2025-07-17T15:45:58.420755889Z,2025-07-17T15:45:58.420590199Z,10,2,1108,C,A,0,14.88,100,0,165690,255183204,13.26,100,1,13.89,15,1,13.04,2,1,13.90,100,1,13.03,100,1,14.07,2,1,12.73,100,1,14.18,100,1,12.71,100,1,14.28,100,1,12.50,700,1,14.40,100,1,12.46,200,2,14.56,800,2,12.43,700,1,14.60,700,1,12.42,700,1,14.68,1400,2,12.37,700,1,14.77,100,1,ARL,303682385
2025-07-17T15:45:58.420755889Z,2025-07-17T15:45:58.420590199Z,10,2,1108,A,A,0,14.77,100,130,165690,255183204,13.26,100,1,13.89,15,1,13.04,2,1,13.90,100,1,13.03,100,1,14.07,2,1,12.73,100,1,14.18,100,1,12.71,100,1,14.28,100,1,12.50,700,1,14.40,100,1,12.46,200,2,14.56,800,2,12.43,700,1,14.60,700,1,12.42,700,1,14.68,1400,2,12.37,700,1,14.77,200,2,ARL,304503593
2025-07-17T15:45:58.782892109Z,2025-07-17T15:45:58.782726994Z,10,2,1108,C,A,0,13.89,15,130,165115,255189425,13.26,100,1,13.90,100,1,13.04,2,1,14.07,2,1,13.03,100,1,14.18,100,1,12.73,100,1,14.28,100,1,12.71,100,1,14.40,100,1,12.50,700,1,14.56,800,2,12.46,200,2,14.60,700,1,12.43,700,1,14.68,1400,2,12.42,700,1,14.77,200,2,12.37,700,1,14.78,100,1,ARL,304238913
2025-07-17T15:46:16.783057616Z,2025-07-17T15:46:16.782892334Z,10,2,1108,A,A,0,13.88,15,130,165282,255552962,13.26,100,1,13.88,15,1,13.04,2,1,13.90,100,1,13.03,100,1,14.07,2,1,12.73,100,1,14.18,100,1,12.71,100,1,14.28,100,1,12.50,700,1,14.40,100,1,12.46,200,2,14.56,800,2,12.43,700,1,14.60,700,1,12.42,700,1,14.68,1400,2,12.37,700,1,14.77,200,2,ARL,304949689
2025-07-17T15:46:16.783326241Z,2025-07-17T15:46:16.783160795Z,10,2,1108,C,A,0,13.90,100,0,165446,255552970,13.26,100,1,13.88,15,1,13.04,2,1,14.07,2,1,13.03,100,1,14.18,100,1,12.73,100,1,14.28,100,1,12.71,100,1,14.40,100,1,12.50,700,1,14.56,800,2,12.46,200,2,14.60,700,1,12.43,700,1,14.68,1400,2,12.42,700,1,14.77,200,2,12.37,700,1,14.78,100,1,ARL,304252313
2025-07-17T15:46:16.783326241Z,2025-07-17T15:46:16.783160795Z,10,2,1108,A,A,0,13.89,100,130,165446,255552970,13.26,100,1,13.88,15,1,13.04,2,1,13.89,100,1,13.03,100,1,14.07,2,1,12.73,100,1,14.18,100,1,12.71,100,1,14.28,100,1,12.50,700,1,14.40,100,1,12.46,200,2,14.56,800,2,12.43,700,1,14.60,700,1,12.42,700,1,14.68,1400,2,12.37,700,1,14.77,200,2,ARL,304949697
2025-07-17T15:46:18.782897570Z,2025-07-17T15:46:18.782732218Z,10,2,1108,C,A,0,13.88,15,130,165352,255587336,13.26,100,1,13.89,100,1,13.04,2,1,14.07,2,1,13.03,100,1,14.18,100,1,12.73,100,1,14.28,100,1,12.71,100,1,14.40,100,1,12.50,700,1,14.56,800,2,12.46,200,2,14.60,700,1,12.43,700,1,14.68,1400,2,12.42,700,1,14.77,200,2,12.37,700,1,14.78,100,1,ARL,304949689
2025-07-17T15:46:28.474166897Z,2025-07-17T15:46:28.474001551Z,10,2,1108,C,A,0,13.89,100,130,165346,255746167,13.26,100,1,14.07,2,1,13.04,2,1,14.18,100,1,13.03,100,1,14.28,100,1,12.73,100,1,14.40,100,1,12.71,100,1,14.56,800,2,12.50,700,1,14.60,700,1,12.46,200,2,14.68,1400,2,12.43,700,1,14.77,200,2,12.42,700,1,14.78,100,1,12.37,700,1,14.96,200,2,ARL,304949697
2025-07-17T15:46:28.474726594Z,2025-07-17T15:46:28.474561156Z,10,2,1108,C,A,0,14.77,100,0,165438,255746173,13.26,100,1,14.07,2,1,13.04,2,1,14.18,100,1,13.03,100,1,14.28,100,1,12.73,100,1,14.40,100,1,12.71,100,1,14.56,800,2,12.50,700,1,14.60,700,1,12.46,200,2,14.68,1400,2,12.43,700,1,14.77,100,1,12.42,700,1,14.78,100,1,12.37,700,1,14.96,200,2,ARL,304503593
2025-07-17T15:46:28.474726594Z,2025-07-17T15:46:28.474561156Z,10,2,1108,A,A,0,14.88,100,130,165438,255746173,13.26,100,1,14.07,2,1,13.04,2,1,14.18,100,1,13.03,100,1,14.28,100,1,12.73,100,1,14.40,100,1,12.71,100,1,14.56,800,2,12.50,700,1,14.60,700,1,12.46,200,2,14.68,1400,2,12.43,700,1,14.77,100,1,12.42,700,1,14.78,100,1,12.37,700,1,14.88,100,1,ARL,305184937
2025-07-17T15:46:28.474896460Z,2025-07-17T15:46:28.474730225Z,10,2,1108,C,A,0,14.77,100,0,166235,255746176,13.26,100,1,14.07,2,1,13.04,2,1,14.18,100,1,13.03,100,1,14.28,100,1,12.73,100,1,14.40,100,1,12.71,100,1,14.56,800,2,12.50,700,1,14.60,700,1,12.46,200,2,14.68,1400,2,12.43,700,1,14.78,100,1,12.42,700,1,14.88,100,1,12.37,700,1,14.96,200,2,ARL,304503585
2025-07-17T15:46:28.474896460Z,2025-07-17T15:46:28.474730225Z,10,2,1108,A,A,0,14.88,100,130,166235,255746176,13.26,100,1,14.07,2,1,13.04,2,1,14.18,100,1,13.03,100,1,14.28,100,1,12.73,100,1,14.40,100,1,12.71,100,1,14.56,800,2,12.50,700,1,14.60,700,1,12.46,200,2,14.68,1400,2,12.43,700,1,14.78,100,1,12.42,700,1,14.88,200,2,12.37,700,1,14.96,200,2,ARL,305184953
2025-07-17T15:46:28.474902154Z,2025-07-17T15:46:28.474736101Z,10,2,1108,C,A,0,14.98,100,0,166053,255746178,13.26,100,1,14.07,2,1,13.04,2,1,14.18,100,1,13.03,100,1,14.28,100,1,12.73,100,1,14.40,100,1,12.71,100,1,14.56,800,2,12.50,700,1,14.60,700,1,12.46,200,2,14.68,1400,2,12.43,700,1,14.78,100,1,12.42,700,1,14.88,200,2,12.37,700,1,14.96,200,2,ARL,304252333
